reporterISO,reporter,partnerISO,partner,sector,commodity_code,commodity,trade_value_usd,year,flow
ARG,Argentina,CAN,Canada,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",13037757.28,2025,Export
ARG,Argentina,CHL,Chile,agriculture,10,Cereals,538284290.08,2025,Export
ARG,Argentina,CHL,Chile,agriculture,10,Cereals,538284290.08,2025,Export
ARG,Argentina,CHL,Chile,agriculture,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",78727931.49,2025,Export
ARG,Argentina,CHL,Chile,agriculture,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",78727931.49,2025,Export
ARG,Argentina,CHL,Chile,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",54375471.58,2025,Export
ARG,Argentina,CHL,Chile,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",54375471.58,2025,Export
ARG,Argentina,CHN,China,agriculture,10,Cereals,435055553.55,2025,Export
ARG,Argentina,CHN,China,agriculture,10,Cereals,435055553.55,2025,Export
ARG,Argentina,CHN,China,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",4650928742.58,2025,Export
ARG,Argentina,CHN,China,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",4650928742.58,2025,Export
ARG,Argentina,CIV,Côte d'Ivoire,agriculture,10,Cereals,22865203.49,2025,Export
ARG,Argentina,CIV,Côte d'Ivoire,agriculture,10,Cereals,22865203.49,2025,Export
ARG,Argentina,CMR,Cameroon,agriculture,10,Cereals,22759345.85,2025,Export
ARG,Argentina,CMR,Cameroon,agriculture,10,Cereals,22759345.85,2025,Export
ARG,Argentina,COD,Dem. Rep. of the Congo,agriculture,10,Cereals,15942513.93,2025,Export
ARG,Argentina,COD,Dem. Rep. of the Congo,agriculture,10,Cereals,15942513.93,2025,Export
ARG,Argentina,COG,Congo,agriculture,10,Cereals,9734921.5,2025,Export
ARG,Argentina,COG,Congo,agriculture,10,Cereals,9734921.5,2025,Export
ARG,Argentina,COL,Colombia,agriculture,10,Cereals,83697581.37,2025,Export
ARG,Argentina,COL,Colombia,agriculture,10,Cereals,83697581.37,2025,Export
ARG,Argentina,COL,Colombia,agriculture,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",123624.98,2025,Export
ARG,Argentina,COL,Colombia,agriculture,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",123624.98,2025,Export
ARG,Argentina,COL,Colombia,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",4456413.08,2025,Export
ARG,Argentina,COL,Colombia,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",4456413.08,2025,Export
ARG,Argentina,CRI,Costa Rica,agriculture,10,Cereals,11332562.96,2025,Export
ARG,Argentina,CRI,Costa Rica,agriculture,10,Cereals,11332562.96,2025,Export
ARG,Argentina,CRI,Costa Rica,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",240216.06,2025,Export
ARG,Argentina,CRI,Costa Rica,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",240216.06,2025,Export
ARG,Argentina,CUB,Cuba,agriculture,10,Cereals,6451475.26,2025,Export
ARG,Argentina,CUB,Cuba,agriculture,10,Cereals,6451475.26,2025,Export
ARG,Argentina,CYP,Cyprus,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",242604.65,2025,Export
ARG,Argentina,CYP,Cyprus,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",242604.65,2025,Export
ARG,Argentina,CZE,Czechia,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",498463.24,2025,Export
ARG,Argentina,CZE,Czechia,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",498463.24,2025,Export
ARG,Argentina,DEU,Germany,agriculture,10,Cereals,169965.84,2025,Export
ARG,Argentina,DEU,Germany,agriculture,10,Cereals,169965.84,2025,Export
ARG,Argentina,DEU,Germany,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",28949701.02,2025,Export
ARG,Argentina,DEU,Germany,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",28949701.02,2025,Export
ARG,Argentina,DNK,Denmark,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1207261.77,2025,Export
ARG,Argentina,DNK,Denmark,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1207261.77,2025,Export
ARG,Argentina,DOM,Dominican Rep.,agriculture,10,Cereals,27340679.45,2025,Export
ARG,Argentina,DOM,Dominican Rep.,agriculture,10,Cereals,27340679.45,2025,Export
ARG,Argentina,DOM,Dominican Rep.,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1252899.37,2025,Export
ARG,Argentina,DOM,Dominican Rep.,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1252899.37,2025,Export
ARG,Argentina,DZA,Algeria,agriculture,10,Cereals,605218925.29,2025,Export
ARG,Argentina,DZA,Algeria,agriculture,10,Cereals,605218925.29,2025,Export
ARG,Argentina,DZA,Algeria,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",2803037.68,2025,Export
ARG,Argentina,DZA,Algeria,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",2803037.68,2025,Export
ARG,Argentina,ECU,Ecuador,agriculture,10,Cereals,71885293.88,2025,Export
ARG,Argentina,ECU,Ecuador,agriculture,10,Cereals,71885293.88,2025,Export
ARG,Argentina,ECU,Ecuador,agriculture,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",288983.32,2025,Export
ARG,Argentina,ECU,Ecuador,agriculture,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",288983.32,2025,Export
ARG,Argentina,ECU,Ecuador,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",6138851.68,2025,Export
ARG,Argentina,ECU,Ecuador,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",6138851.68,2025,Export
ARG,Argentina,EGY,Egypt,agriculture,10,Cereals,366108548.41,2025,Export
ARG,Argentina,EGY,Egypt,agriculture,10,Cereals,366108548.41,2025,Export
ARG,Argentina,EGY,Egypt,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1138770.29,2025,Export
ARG,Argentina,EGY,Egypt,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1138770.29,2025,Export
ARG,Argentina,ESP,Spain,agriculture,10,Cereals,57821065.91,2025,Export
ARG,Argentina,ESP,Spain,agriculture,10,Cereals,57821065.91,2025,Export
ARG,Argentina,ESP,Spain,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",36734796.3,2025,Export
ARG,Argentina,ESP,Spain,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",36734796.3,2025,Export
ARG,Argentina,EST,Estonia,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",315450.92,2025,Export
ARG,Argentina,EST,Estonia,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",315450.92,2025,Export
ARG,Argentina,FIN,Finland,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",216005.6,2025,Export
ARG,Argentina,FIN,Finland,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",216005.6,2025,Export
ARG,Argentina,FRA,France,agriculture,10,Cereals,39155.0,2025,Export
ARG,Argentina,FRA,France,agriculture,10,Cereals,39155.0,2025,Export
ARG,Argentina,FRA,France,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",41165768.83,2025,Export
ARG,Argentina,FRA,France,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",41165768.83,2025,Export
ARG,Argentina,GAB,Gabon,agriculture,10,Cereals,127370.87,2025,Export
ARG,Argentina,GAB,Gabon,agriculture,10,Cereals,127370.87,2025,Export
ARG,Argentina,GBR,United Kingdom,agriculture,10,Cereals,27381014.91,2025,Export
ARG,Argentina,GBR,United Kingdom,agriculture,10,Cereals,27381014.91,2025,Export
ARG,Argentina,GBR,United Kingdom,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",70570646.45,2025,Export
ARG,Argentina,GBR,United Kingdom,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",70570646.45,2025,Export
ARG,Argentina,GHA,Ghana,agriculture,10,Cereals,37102369.24,2025,Export
ARG,Argentina,GHA,Ghana,agriculture,10,Cereals,37102369.24,2025,Export
ARG,Argentina,GIN,Guinea,agriculture,10,Cereals,2588886.0,2025,Export
ARG,Argentina,GIN,Guinea,agriculture,10,Cereals,2588886.0,2025,Export
ARG,Argentina,GMB,Gambia,agriculture,10,Cereals,2446170.0,2025,Export
ARG,Argentina,GMB,Gambia,agriculture,10,Cereals,2446170.0,2025,Export
ARG,Argentina,GRC,Greece,agriculture,10,Cereals,346648.19,2025,Export
ARG,Argentina,GRC,Greece,agriculture,10,Cereals,346648.19,2025,Export
ARG,Argentina,GRC,Greece,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",23557526.01,2025,Export
ARG,Argentina,GRC,Greece,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",23557526.01,2025,Export
ARG,Argentina,GTM,Guatemala,agriculture,10,Cereals,10768180.18,2025,Export
ARG,Argentina,GTM,Guatemala,agriculture,10,Cereals,10768180.18,2025,Export
ARG,Argentina,GTM,Guatemala,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",121553.24,2025,Export
ARG,Argentina,GTM,Guatemala,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",121553.24,2025,Export
ARG,Argentina,HND,Honduras,agriculture,10,Cereals,665066.8,2025,Export
ARG,Argentina,HND,Honduras,agriculture,10,Cereals,665066.8,2025,Export
ARG,Argentina,HRV,Croatia,agriculture,10,Cereals,77114.0,2025,Export
ARG,Argentina,HRV,Croatia,agriculture,10,Cereals,77114.0,2025,Export
ARG,Argentina,HRV,Croatia,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",6326410.1,2025,Export
ARG,Argentina,HRV,Croatia,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",6326410.1,2025,Export
ARG,Argentina,HUN,Hungary,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",7666360.61,2025,Export
ARG,Argentina,HUN,Hungary,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",7666360.61,2025,Export
ARG,Argentina,IDN,Indonesia,agriculture,10,Cereals,517407870.21,2025,Export
ARG,Argentina,IDN,Indonesia,agriculture,10,Cereals,517407870.21,2025,Export
ARG,Argentina,IND,India,agriculture,10,Cereals,19449798.08,2025,Export
ARG,Argentina,IND,India,agriculture,10,Cereals,19449798.08,2025,Export
ARG,Argentina,IRL,Ireland,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",918299.8,2025,Export
ARG,Argentina,IRL,Ireland,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",918299.8,2025,Export
ARG,Argentina,IRQ,Iraq,agriculture,10,Cereals,124894803.0,2025,Export
ARG,Argentina,IRQ,Iraq,agriculture,10,Cereals,124894803.0,2025,Export
ARG,Argentina,IRQ,Iraq,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",44433223.81,2025,Export
ARG,Argentina,IRQ,Iraq,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",44433223.81,2025,Export
ARG,Argentina,ISR,Israel,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",5059185.99,2025,Export
ARG,Argentina,ISR,Israel,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",5059185.99,2025,Export
ARG,Argentina,ITA,Italy,agriculture,10,Cereals,7209082.87,2025,Export
ARG,Argentina,ITA,Italy,agriculture,10,Cereals,7209082.87,2025,Export
ARG,Argentina,ITA,Italy,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",40655926.67,2025,Export
ARG,Argentina,ITA,Italy,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",40655926.67,2025,Export
ARG,Argentina,JOR,Jordan,agriculture,10,Cereals,62801665.85,2025,Export
ARG,Argentina,JOR,Jordan,agriculture,10,Cereals,62801665.85,2025,Export
ARG,Argentina,JOR,Jordan,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",45290.0,2025,Export
ARG,Argentina,JOR,Jordan,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",45290.0,2025,Export
ARG,Argentina,JPN,Japan,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",6493767.89,2025,Export
ARG,Argentina,JPN,Japan,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",6493767.89,2025,Export
ARG,Argentina,KEN,Kenya,agriculture,10,Cereals,172688879.16,2025,Export
ARG,Argentina,KEN,Kenya,agriculture,10,Cereals,172688879.16,2025,Export
ARG,Argentina,KOR,Rep. of Korea,agriculture,10,Cereals,110806602.31,2025,Export
ARG,Argentina,KOR,Rep. of Korea,agriculture,10,Cereals,110806602.31,2025,Export
ARG,Argentina,KWT,Kuwait,agriculture,10,Cereals,62860093.81,2025,Export
ARG,Argentina,KWT,Kuwait,agriculture,10,Cereals,62860093.81,2025,Export
ARG,Argentina,LBN,Lebanon,agriculture,10,Cereals,29460287.17,2025,Export
ARG,Argentina,LBN,Lebanon,agriculture,10,Cereals,29460287.17,2025,Export
ARG,Argentina,LBN,Lebanon,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",188691.8,2025,Export
ARG,Argentina,LBN,Lebanon,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",188691.8,2025,Export
ARG,Argentina,LBR,Liberia,agriculture,10,Cereals,4770699.18,2025,Export
ARG,Argentina,LBR,Liberia,agriculture,10,Cereals,4770699.18,2025,Export
ARG,Argentina,LBY,Libya,agriculture,10,Cereals,8623073.74,2025,Export
ARG,Argentina,LBY,Libya,agriculture,10,Cereals,8623073.74,2025,Export
ARG,Argentina,LTU,Lithuania,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",6696326.46,2025,Export
ARG,Argentina,LTU,Lithuania,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",6696326.46,2025,Export
ARG,Argentina,MAR,Morocco,agriculture,10,Cereals,225921272.65,2025,Export
ARG,Argentina,MAR,Morocco,agriculture,10,Cereals,225921272.65,2025,Export
ARG,Argentina,MAR,Morocco,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",167177.4,2025,Export
ARG,Argentina,MAR,Morocco,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",167177.4,2025,Export
ARG,Argentina,MEX,Mexico,agriculture,10,Cereals,9599242.19,2025,Export
ARG,Argentina,MEX,Mexico,agriculture,10,Cereals,9599242.19,2025,Export
ARG,Argentina,MEX,Mexico,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",13444853.69,2025,Export
ARG,Argentina,MEX,Mexico,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",13444853.69,2025,Export
ARG,Argentina,MKD,North Macedonia,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",103939.55,2025,Export
ARG,Argentina,MKD,North Macedonia,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",103939.55,2025,Export
ARG,Argentina,MLI,Mali,agriculture,10,Cereals,1699982.91,2025,Export
ARG,Argentina,MLI,Mali,agriculture,10,Cereals,1699982.91,2025,Export
ARG,Argentina,MYS,Malaysia,agriculture,10,Cereals,687736582.26,2025,Export
ARG,Argentina,MYS,Malaysia,agriculture,10,Cereals,687736582.26,2025,Export
ARG,Argentina,MYS,Malaysia,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",13875385.36,2025,Export
ARG,Argentina,MYS,Malaysia,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",13875385.36,2025,Export
ARG,Argentina,NER,Niger,agriculture,10,Cereals,334835.2,2025,Export
ARG,Argentina,NER,Niger,agriculture,10,Cereals,334835.2,2025,Export
ARG,Argentina,NGA,Nigeria,agriculture,10,Cereals,107912579.85,2025,Export
ARG,Argentina,NGA,Nigeria,agriculture,10,Cereals,107912579.85,2025,Export
ARG,Argentina,NIC,Nicaragua,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",66207.48,2025,Export
ARG,Argentina,NIC,Nicaragua,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",66207.48,2025,Export
ARG,Argentina,NLD,Netherlands,agriculture,10,Cereals,34098624.35,2025,Export
ARG,Argentina,NLD,Netherlands,agriculture,10,Cereals,34098624.35,2025,Export
ARG,Argentina,NLD,Netherlands,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",409525445.28,2025,Export
ARG,Argentina,NLD,Netherlands,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",409525445.28,2025,Export
ARG,Argentina,NOR,Norway,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",2807682.69,2025,Export
ARG,Argentina,NOR,Norway,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",2807682.69,2025,Export
ARG,Argentina,NZL,New Zealand,agriculture,10,Cereals,49820.3,2025,Export
ARG,Argentina,NZL,New Zealand,agriculture,10,Cereals,49820.3,2025,Export
ARG,Argentina,NZL,New Zealand,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",6088384.54,2025,Export
ARG,Argentina,NZL,New Zealand,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",6088384.54,2025,Export
ARG,Argentina,OMN,Oman,agriculture,10,Cereals,40322100.96,2025,Export
ARG,Argentina,OMN,Oman,agriculture,10,Cereals,40322100.96,2025,Export
ARG,Argentina,PAN,Panama,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1025974.56,2025,Export
ARG,Argentina,PAN,Panama,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1025974.56,2025,Export
ARG,Argentina,PER,Peru,agriculture,10,Cereals,1011223822.04,2025,Export
ARG,Argentina,PER,Peru,agriculture,10,Cereals,1011223822.04,2025,Export
ARG,Argentina,PER,Peru,agriculture,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",172455.51,2025,Export
ARG,Argentina,PER,Peru,agriculture,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",172455.51,2025,Export
ARG,Argentina,PER,Peru,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",39163787.53,2025,Export
ARG,Argentina,PER,Peru,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",39163787.53,2025,Export
ARG,Argentina,PHL,Philippines,agriculture,10,Cereals,95474583.35,2025,Export
ARG,Argentina,PHL,Philippines,agriculture,10,Cereals,95474583.35,2025,Export
ARG,Argentina,PHL,Philippines,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",7204681.14,2025,Export
ARG,Argentina,PHL,Philippines,agriculture,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",7204681.14,2025,Export
